id;company;location;dates;job;position;summary;pros;cons;advice-to-mgmt;overall-ratings;work-balance-stars;culture-values-stars;carrer-opportunities-stars;comp-benefit-stars;senior-mangemnet-stars;helpful-count
36445;netflix;Hillsboro, OR; Nov 17, 2009;Current  ;Customer Service Representative;Well ran company, better call center;Better pay than most call centers with a pretty good enviroment at the center itself. Most of the team leaders are very solid. The company itself is organized well, and its great to work at a company that works. Very merit based. Overall one of the better call centers in the country I would guess.;"It is a call center and that is a huge downside due to the nature of the work. The constant measurement of progress, and high expectations can be stressful. Time off is very difficult to imposssible to get off unless you plan months a head. Currently there is no availble time off for the rest of the year. The team managers (my supervisors supervisors) seem to be less compentent than many of the team supervisors. No advancement outside of the call center, and the advancement within the call center is pretty competative. Also the ""company values"" of taking invoation from anywhere in the company is a little bit of BS. I and others have made recomendations that dont leave the call center to corprate. I have even been told by a team manager to not waste my time thinking of call drivers or to come up with ideas as ""people with advanced degrees are already doing that.""";Reevaulate the team manager positions. I believe most are a hold over from when the call center was ran less well a few years back. I would love some other outlets of employment provided to those within the call center. For example I worked in a retail store that posted ever company job, and encouraged the people within retail stores to apply for corprate positions. Also listen to th troops better. A lot of very sharp people (due to the high expectations) work for you and want Netflix to succeed, listen to them.;3;1;;2;2,5;4;4
36446;netflix;Anchorage, AK; Nov 9, 2009;Current  ;Machine Operator;Great Place to work-Never had a problem;Unlimited Movie Plan Unlimited Promotion Potential Great Management Team Good Hours Competative Salary No Micromanagement Respectful leadership Good work hours;No Raises No paid time off Not many sit down evaluations with employees Alot of changes regarding minor day to day operations;I've never once had a problem while working for Netflix. I've been a Machine Operator and an Opps Supervisor at the Anchorage Hub for all in all about 9 months total. Great manager and Supervisor team. No micromanaging and they understand the human side of things and treat everyone from the people that work twice a week all the way up to the full timers with exactly the same respect level. I enjoy working for the company greatly and there is alot of potential to move up in the ranks if you put your time in and do your job the right way. Simple. All it takes is actually WORKING and being accurate and on time. Not a problem for me, so Netflix is where I'll be for a long time.;5;5;;4,5;3,5;5;1
36447;netflix;Los Gatos, CA; Oct 19, 2009;Current  ;Anonymous Employee;The number one priority for Management is recruiting (huh?);- No vacation policy - Pay well - Great, unique, and creative stock option plan - The company has steady growth and value even in a crappy economy - The company has and continues to make excellent business decisions in it's market space - No monolithic ap;- No vacation policy - People get let go constantly which makes you wonder whos next... - HR has an unnaturally massive influence in the company and your future (e.g., dont ever get on the bad side of a recruiter or you're toast!). - Health benefits are ;"Keep up the good work. Consider having more social activities. Describe the mystery behind the employee's title when hired. For example - I've never worked with so many ""directors"" that have no direct reports.";4;3,5;;4;4;5;3
36448;netflix;Hillsboro, OR; Oct 19, 2009;Current  ;Customer Service Representative;Hillsboro Call Center in Constant State of Flux;* Decent pay rate * Medical, Dental, Vision benefits from date of hire * Free Netflix subscription at the highest plan * Retirement plan with matching * Employee Stock Purchase Plan (although they're threatening to take it away);"The Call Center is constantly changing. The people driving these changes will try to convince you that it's positive, innovative, progressive. I say those people are just coming up with ways to make themselves look like they're working hard.  Granted, there have been some positive changes. But the recent reorganization that occurred with the latest shift bid? I used to have a competent supervisor who would help me when I needed it and who knew I was competent enough to handle most things. Now I have a supervisor who knows that I've been here two years and that my scores consistently put me in the top 50 performers ... but she tries to get out of taking escalations by giving me ""tips"" to de-escalate and telling me to go back to the customer with some compromise they've already declined. (Gee ... I think I have a good handle on how to de-escalate a call by now. If I'm asking my supervisor to take the call, I've done everything I can and the customer has asked for the manager. Just take the flippin' call, because sending me back onto the phone will just make the customer angrier and make sure they give a ""no"" response on that customer satisfaction survey. Awesome.)  This latest re-org seemed to be completely geared toward shaking up teams that had just gotten into their groove, my old team had great combined scores and even though most of our shifts didn't change all that radically, we all got split up. It seems truly unnecessary.";"If it's not broken, stop trying to ""fix"" it. Change for the sake of change is a waste of resources.  Stop treating your front line employees like they're expendable and they'll become more invested in their jobs. You've got some great performers in Hillsboro who get treated like trash. Give them a reason to stay with Netflix once the economy turns around again, because right now, I'm betting most of us would snatch up any other decent job offer that comes along.";3;2,5;;3;4;1;4
36449;netflix;Los Gatos, CA; Oct 18, 2009;Current  ;Anonymous Employee;Keep up the good work;Great benefits for families and web;"Too much focus on internal politics - especially in HR where heresay and ""Patty's List"" dictate who gets promoted or fired";Focus on beating Redbox.;4;4;;3,5;4;4;1
36450;netflix;Los Gatos, CA; Nov 3, 2009;Current  ;Senior Systems Engineer;Rave, gush, yell from the rooftops (for the right people);Freedom and responsibility. Figure out what you need to get done, and do that. Time off flexibility that matches work requirement flexibility Insanely great management Fantastic peers All traction, no friction;So-so benefits Absolutely horrific stock option plan (fantastic combination of byzantine with low profit potential) Want work/life balance? You'll have to make it happen -- because Netflix won't help :);That thing you've been doing so far? Do more of it. Hire insanely great people. Drive culture clearly, explicitly, often and loudly. If there's one thing I'd change it'd be to emphasize career opportunities and opportunities for advancement within the company -- not enough messaging is happening about that (despite that at least one of the very senior people, Andy Rendich -- Chief Service and DVD Operations Officer -- started off as an engineer).;5;4;;4,5;4,5;5;2
36451;netflix;Los Gatos, CA; Oct 28, 2009;Former  ;Anonymous Employee;Pay was great, leadership was horrendous..;"Great Pay Decent health plan Great amenities Building was well maintained/clean Decent Swag Plenty of parking That's about all for the ""pros' and that was a stretch.";"Netflix is an HR driven company. As far as I am concerned they are the ""bullies"" of Netflix. Nothing is confidential. Be prepared, whatever you discuss with an HR employee will be leaked out to nearly everyone at Netflix. They will take confidential information and turn it into the joke of the day. Senior/Executive HR staff is crass and they seem to think cursing in front of others and telling lewd jokes is appropriate workplace etiquette.  No-vacation policy (As far as I am concerned, it is a scam). They work you so hard you feel guilty about taking time off. Between the blackberry they ""give"" you as soon as you walk through the door, and the laptop you will receive, you are never off the clock.  The revolving door in this place will literally make you dizzy. During my time at Netflix I can't even begin to count how many employees were terminated or resigned on a daily basis. Senior management even seemed to be desensitized to the large number of terminations.  No job security. You can be doing a fantastic job one day and the next day you are ""re-structured""  Reed - Do yourself a favor.. Hire senior staff who truly understands the values that you believe in and who want their employees to embrace them. Currently the values are about as clear as mud. If one truly tries to abide by every aspect of what it reads, they will be fired. Wake up buddy, you are smarter that? ArenÉ??t you?";Stop having meetings about having more meetings. A lot of managers at Netflix seem to be good at doing that. What amazed me is that even though all they do is seem to be locked in conference rooms all day, nothing good ever comes out of them. Perhaps they are plotting who to fire next??;1;1;;2;5;1;18
36452;netflix;Los Gatos, CA; Sep 29, 2009;Current  ;Anonymous Employee;It's ok;Free lunch Free snacks and drinks Free subscription Netflix swags Overall the employees are friendly. Beautiful office. Time-off is not a problem.;One of the most expensive benefit premiums that I've seen. Feel not appreciated by upper management. Fearful of loosing your job.;Need to appreciate your team more and the people who works hard.;2;4;;1;2;1;5
36453;netflix;Los Gatos, CA; Aug 28, 2009;Current  ;Manager;High performance company that does what it says it does;Quality and engagement of coworkers at all levels - no dead wieght Transparency and consistency of communication Compensation and benefits;Turnover / lack of job security / limited opportunity for advancement Netflix hires very specifically for each position. They dont want folks to move around within the company trying out different departments - they'd rather hire experts in each area. If the business changes and your role is no longer necessary, you'll leave - they won't try to slot you into something else where you're not the perfect fit, even if you've been there forever and everyone thinks you're great. They dont want to hire an Analyst and see if they can grow into a Manager role - if the role calls for a Manager, they'll hire one in the first place.  This is different and a little more stressful than other non-tech companies I've worked for. But the company is completely upfront about these policies to begin with - there are no surprises. Work hard and enjoy your perfectly qualified and committed coworkers, but keep your resume up to date.;I appreciate that as the company grows, reorganizes, starts new projects, retires old ones the culture and employee relations stays as advertised.;4;4;;4;5;5;5
36454;netflix;Hillsboro, OR; Sep 3, 2009;Current  ;Netflix Customer Service Representative;OK place to work, not worth all the stress;Great benefits Nice people to work with all around Some free snacks provided by company Some degree of autonomy in tasks;Bathroom breaks monitored Hard to manage results...sometimes I was great in my stats, sometimes awful, but it was incredibly difficult to guage what I was doing to produce either one People randomly fired Lame managers Inconsistent information given out to teams of reps regarding customer assistance. Customers could get nothing or a resolution depending on whom they called. Little team cohesiveness.;Please do more to support your CSR's in their job. I would suggest maintenance trainings throughout the year focused on 1) tech and 2) customer assistance.;2;2,5;;2,5;4,5;2;3
36455;netflix;Hillsboro, OR; Aug 28, 2009;Current  ;Customer Service Representative;Bummer;A decent wage for the job. Decent benefits - health, dental, vision A free Netflix account at the highest plan;Management's inability to manage. Someone breathing down your neck every second. No vacation time - used to, but not anymore.;How about we go back to the way things used to be - a fun, relaxed environment, where you didn't feel undervalued every day you walk through the door.;2;3;;2;3,5;3;4
36456;netflix;Los Gatos, CA; Aug 25, 2009;Current  ;Anonymous Employee;Great place if you are a great employee;Netflix is such an amazing company with clear goals and values. Everything is upfront from day one. I can understand many of the negative reviews and that is becasue it is not for everyone. Netflix is staffed with great people and those that are not so great get terminated. Since they hire the best and pay well they are paying you to be the best.  The entire company is very open with communication and treats you like the responsible adult you should be. You will know where you stand at all times and what you need to work on.  Freedom and responsibility is self governing, there is no one looking over your shoulder making sure you are doing your job or tracking how many days off you take. If you get the job done and do it well, you are fine and dont need to worry.;There is a lot of pressure to always be at peak performance. If you think you're great and you strive to be the best in everything you do, I would highly recommend working here because you have the opportunity to have a huge impact on the business. If you are just looking for a job that you can secure and coast this is not the place.;I have always been extremely impressed with how smart yet down to earth the management is. I think the company is in excellent hands and is on the path to a very bright future.;4;5;;4;4;5;4
36457;netflix;Hillsboro, OR; Sep 16, 2009;Current  ;Customer Service Representative;Not worth the stress! Everyone hates their job there!;Good Pay Free membership Clean environment Research is very helpful Free coffee and popcorn Direct deposit Netflix gear Close to public transportation;Tons of Stress! Things change at a moments notice No sick time No vacation time No Holiday pay impossible to get time off Not flexible with shifts forget it students! Mandatory overtime if you dont pick a time they will. I was stuck there till 2am! Inconsistency in policies They concentrate on the negative calls hence dsat! HIGH turnover Unhelpful Technical support No shift drop or pick ups Have fun getting yelled at for wait times and watch instantly issues! Open 24 hours 7 days a week but for a lot off issues support staff isn't available.;If you were the leading company in customer satisfaction years ago when people actually enjoyed working there why did you change it?  You need to realize that people call in because they have a problem. Work on trying to fix the issue and not on figuring out which reps sugar coat the awful truth the best.  Give you CSR'S the tools to actually help your customers. Don't have them tell customer That they are capable of handling any situation when they can't! Some CSR's want to help but it doesn't get past the contact notes.;1;1;;1;2;1;6
36458;netflix;Hillsboro, OR; Aug 7, 2009;Current  ;Anonymous Employee;Tough to meet expectations;Flexible, easy going enviornment. Free mac and cheese!;Anybody can give you bad survey. Even if not companys fault;Separate peoples problems with own finances with problems from the service;4;4,5;;2,5;4,5;3,5;0
36459;netflix;Hillsboro, OR; Aug 7, 2009;Former  ;Customer Service Representative;So much potential to be a great place to work, too bad it's not.;Decent hourly pay, Use of the eight out at a time membership plan while employeed with Netflix, Hand sanatizer readily available.;In May 2009 Netflix took away sick/vacation hours and provided employees an additional dollar an hour pay and then advised all employees to open up their own savings account to save for unexpected days off. Netflix does not have a policy regarding sick days so as to hold it against you when you cannot make it to work (even if you provide a doctor's note). In nine months I called out sick twice and still received warnings not to miss work. Netflix promotes itself as striving to have the best customer service, however has reduced it's training too only two weeks. One week in classroom and the next week on the floor taking calls. The training is insufficiect which leads to inconsistency on the call center floor and the information which is relayed to customers. The turn over rate is ridiculous. I managed to work there for nine months before my part time shift was taken away and forced to go full time. I was not able to work full time due to childcare needs and was told that either I take the shift I am given (which is based on call volumes and business needs only) or I can quit. Netflix refused to work out a schedule that would let me keep my job there and work with their needs as well. Netflix anticipates doing a shift bid every six months, which means there is no gurantee you will be able to stay at the shift that you are hired for, and no room for disscussion. So if you have small children or attend school this is not a suitable job. Netflix promotes a no policy policy environment, which gives each individual team manager and leader to do as they see fit. One day they will tell you you are doing a great job, the next you will be let go. Netflix call center fired employees for not being able to make it to work due to snowstorms that hit hard in December 2008. Roads were not plowed, public transportation was not running, and yet you were let go. People were in accidents trying to get to work. Other's they put up in a hotel to make sure they would make their shift. Netflix had random mandatory OT in some cases without any notice. It wasn't just that they required a set amount of extra hours from everyone, they only had specific hours in which had to be filled. My husband had to take days off work so I could meet their required OT. Again no flexiblity with regards to family needs. Overall it's just really sad because this job was and could be fun. It's about movies and tv shows and all the great changes that are happening with the internet and instant streaming. Still it is a call center and those jobs aren't always the best, however when the entire company is working so hard against their own employess, the job is terrible. It's not even something you can count on because you dont know when they will fire you and for what.;Invest some more time in actually keeping decent employees instead of degrading everyone who works there. Most of the employees have college degrees and years of customer service experience. Netflix is known around the world for it's great service. Great numbers and feedback come from happy employees, not from those scared every moment that they are going to be fired next. My answers would much more positive had management, hr and everyone else cared about those that work there. This is one company not hurt by the economy, so there is no excuse.;2;1,5;;1;2,5;1;7
36460;netflix;Los Angeles, CA; Aug 1, 2009;Current  ;Manager;Great company, no growth;very smart, flat structure, incredibly strong leadership;no professional growth, a bit political;promote from within;4;4,5;;3;3;5;1
36461;netflix;Hillsboro, OR; Aug 6, 2009;Current  ;Customer Service Representative;Great at first, then reality hit.;Decent Pay, decent benefits plus I can say I worked for Netlfix;unlimited vaction that never happens. Forced OT withou a thank you. Constant turnover, while I was there I saw at least an average of 20 employees a week being let go for simple petty things. Training classes are ran like a preschool. There is no communication with you or the management unless you are doing someting wrong, and even then thats a maybe. HR is a joke there, they do not even communicate with employees and in some cases do not even know what is legal or illegal.;Do you guys really want to be that company that no one wants to work for? Netflix has so much potential, and you are letting it slip through your hands;2;1,5;;2;3;1;8
36462;netflix;Hillsboro, OR; Aug 13, 2009;Current  ;Team Manager;If you are dedicated to working hard and striving for excellence Netflix may be for you!;One of the main reasons I enjoy working for Netflix is that hard work and dedication are recognized and encouraged. I have always been self-motivated and dedicated to doing the best job possible. With previous employers, this has gone unnoticed and politics got in the way of career advancement.This is not the case with Netflix.;"You cannot come to work and have a ""lazy day. You must be willing to give it your all each and every day. I personally dont feel that this is much of a con. However, there are days where there is not enough time in the day to get everything you wanted accomplished.";Keep striving for excellence as this is truly the only way to drive continued growth within the organization.;4;5;;4,5;4,5;4,5;2
36463;netflix;Worcester, MA; Aug 25, 2009;Former  ;Operations Supervisor;They hire you and then fire you;Great for silicon valley rockstars who live there jobs.;No upward mobility unless you want to move across state lines. If you do not accept promotion you start to feel the screws tightening to leave.;Relax. You will all be out of work in 5-7 years when everything goes online streaming.;1;2;;1,5;2;3;5
36464;netflix;Los Gatos, CA; Jul 28, 2009;Current  ;Anonymous Employee;Lots of Work, Lots of Turn Over;Unlimited Time Off Company has is very upfront and honest on where you stand/overall performance Decent Pay Not a lot of Micromanagement - You Own it!;There is a lot of turn over. Feels like if you have been here for more than 2 years, it's a long time. People worry all the time if they are next to get cut.  You are given so much work and responsibility it's difficult to take time off.;;4;3;;4;3,5;3,5;1
36465;netflix;Hillsboro, OR; Aug 5, 2009;Current  ;Customer Service Supervisor;Dynamic with High Expectations;Committed to constant improvement based on customer and employee feedback. Good Salary. Great co-workers. High expecations encourage your best. Fun;No accrued paid time off for hourly employees which makes it difficult to take a vacation or call in sick.;Continue striving to be the best and encouraging that throughout your company while remembering to also take care of people.;4;5;;3,5;3,5;4;0
36466;netflix;Los Gatos, CA; Jul 30, 2009;Current  ;Anonymous Employee;Great Place to Work;You are given the freedom to do your job and you work with some of the smartest people you may ever work with.;It is a high performance culture. And it is not for everyone, some people dont thrive in such an environment.;Continue to be open and honest with your employees.;4;4;;4;4;4,5;1
36467;netflix;Los Gatos, CA; Aug 18, 2009;Current  ;Senior Software Engineer;Middle management is arrogant and incompetent;Good location, free lunch, ability to choose laptop, corporate culture looks good on paper;Middle management is unable to effectively plan, they do not understand the strengths and weaknesses of their teams and seem to be mostly interested in protecting their bloated salaries. 20% of work force should be terminated. The other 80% is so segmented that they are unable to accomplish anything of any real value. Netflix was probably a great company to work for a few years ago, but is dangerously mismanaged now.;Start over. The company has great core beliefs but fails to efficiently execute.;1;2;;1;4;2,5;9
36468;netflix;Hillsboro, OR; Jul 22, 2009;Former  ;Manager;Be prepared to sell your soul...;Free unlimited movie rentals Good Pay for the area Unlimited vacation - there is a caveat to this You can say you worked in the movie industry;"Never being treated as a human being was my main complaint. The turnover was and still is ridiculously high. The ""no rules"" culture sounds good on paper, but in practice is awful because there is never any true direction. Employees are held to a certain expectation but are never told what that expectation is. The unlimited vacation also sounds good on paper, but it is almost impossible to take time off. They deliberately keep the employees in the dark and then chastise and even terminate their employment doing something wrong. It felt like upper management just did things to cover their backside and let everyone else take the fall when things weren't going as planned. There was no development of people whatsoever.";Start treating people like humans. Provide some leadership to the call center. Provide some decent training.;2;1,5;;2;4;1;7
36469;netflix;Hillsboro, OR; Aug 5, 2009;Current  ;Customer Service Supervisor;A workplace where top performance is rewarded with opportunities for advancement.;Opportunities for advancement are based on ability and measured performance standards. Solid pay for this field. Benefits from date of hire. Frequent feedback on job performance. Duration of employment has no bearing on advancement opportunities, contributing to motivated individuals.;Minimal schedule flexibility. Changes to scheduling and time-off occur infrequently. Calibration of performance standards is always in flux. Duration of employment has little to no bearing on advancement opportunities, contributing to some frustration for long-term average performers.;Managers need to continue to carefully consider performance standards and increase the transparency of this calibration process. Audit energy usage as a company and worksite! Recent reductions in benefits could be regained by reducing electricity use through simple, no-cost, adjustments to systems that are already in place.;4;3,5;;3,5;4,5;3,5;1
36470;netflix;Hillsboro, OR; Aug 6, 2009;Current  ;Anonymous Employee;Tunnel vision of being the best, not peering out to view the rest.;-Friendly staffing and coworkers. -Well maintained facilities and landscaping. -Keeps food(mac&cheese, noodles, oatmeal), coffe, and tea stocked in all break rooms. -Equal Opportunities of growth throughout the company. -Feels like a natural high to be in;-Benefits for employee are a decent rate, when you add your spouse or family, it then is practically half of your paycheck each month. Seems as if you are working to have insurance. -No paid time off which makes it difficult to have a vacation or take a d;Management, including Supervisors and above, have probably been the most efficient, most friendly people I have seen in a work environment. I enjoy having the joy of others around me to motivate me throughout the day.;5;4;;5;3;4,5;1
36471;netflix;Los Gatos, CA; Jul 23, 2009;Current  ;Senior Software Engineer;Great place to work so far after a few months.;The leadership has vision and knows how to execute. The company stays focused and it feels like we are all working together as a team toward the same goal. Even when things aren't working exactly right, people are eager accept advice and make things better.;Some IT infrastructure that I'm used to is not completely in place, but I suppose that's something that I can help fix.;Great strategic direction and tactical execution so far. I would suggest a bit more investment in development infrastructure and support people.;5;5;;4;4;5;1
36472;netflix;Los Gatos, CA; Jul 30, 2009;Current  ;Anonymous Employee;Be ready for the ride of your life!;"- Be ready to impressed with most of your coworkers. Most are rockstars! - Great surroundings and environment - Top notch equipment to work with - Consistent changes (usually for better) -- but can be a ""con"" too.";- Minimal opportunities for advancement - High Turnover - If you dont like change, you won't like the regular re-orgs (staff changes);Allow some opportunities for advancement to minimize high turnover;3;4;;3;4;3,5;0
36473;netflix;Hillsboro, OR; Aug 12, 2009;Current  ;Customer Service Representative;It's a job, but only just that.;No reason to work there unless you are a masochist. You can earn the same money selling vacuum cleaners.;"Where do I start? No respect for employees. No vacation time. No sick leave. No consistency. No defending yourself. No dialogue. No sense of reason. No rules for managers, supervisors or ""teachers pets"". ""Career Advancement"" practically guarantees you'll be fired.  This is an awful, oppressive, fearful, negative and pitiful place to work. Seriously, go to Burger King or Walmart because they'll treat you better. For the ""good wage (cough)"" you'll end up with ulcers and a need to explain why you were fired to your next employer.";The corporate office needs to understand that in order to be #1, you have to treat people with respect. I have an MBA in Business and I'd never, ever treat people the way this company treats people. My advise? Fire your managment team in Hillsboro and start from scratch - you've got some major weak links there. They have ruined the call center. Being #1 is worthless if your employees hate every minute they spend there. I know I did.;1;1;;1;1,5;1;7
36474;netflix;Hillsboro, OR; Aug 8, 2009;Current  ;Customer Service Representative;Not Worth It;Its a job at a time when jobs are scarce Pay is good, benifits are good Sometimes you can get time off;Feeling like you are going to be fired at any minute for any reason Atmosphere of fear and hostility Zero clear communication of what needs to be done to keep your job Unrealistic stat expectations that change almost weekly;Stop treating employees like trash. If you want someone to do a good job give them a company they can be proud to work for.;1;1;;1;4;1;5
36475;netflix;Los Gatos, CA; Jul 28, 2009;Former  ;Anonymous Employee;Disorganized chaos, insanely high turnover.;Industry Leader Knowledge of company initiatives and goals are well spread knowledge amongst everyone there. Excellent Salary;Work-life balance poor Turnover of employees extremely high, most stay for fewer than 6 months. Management unable to work together to form any cohesive goals.;Management needs to grow up from it's casual start up type environment, and realize at the size and rate of growth it is at, it needs to begin implementing a more traditional working environment.;1;2,5;;2,5;3,5;1,5;8
36476;netflix;Hillsboro, OR; Jul 1, 2009;Current  ;Anonymous Employee;Employee Beware..Working for Netflix in Hillsboro Call Center.;The starting pay is competitive for what you do. Fast growing company, opportunity to be in the cutting edge some of the employee perks are great Empowered to do your job movies;"Poor training environment - felt like I was in grade school Management was ""high & mighty"" - unapproachable Over qualified and no oppurtunity for advancement High employee turn over 13 a week. with about 320 employees at the center";If you want to stay at the top of VOD and mail-order movies, get your head out of the clouds and your ass. It cost more to train and hire someone than to keep them for 6 months;2;3;;1;4;1;5
36477;netflix;Michigantown, IN; Jul 7, 2009;Current  ;Anonymous Employee;Never regretted working there but definitely got out at the right time.;Great compensation for those of us that started before Netflix became a household name. Some of the best benefits available, especially vacation time alloted after 90 days. Stock options that really turned into something. Begin able to say you work for Netflix. Everyone knows what it is now!;LONG hours and hours that never stabilized. Became a machine repair person at the hub, spending most of my time fixing equipment problems at the end. Had all the vacation in the world but almost impossible to get time off approved especially if you wanted to take multiple days in a row off.;I appreciate the fact that in the early years you needed people that could handle the growth and expansion and you compensated them well but it is a shame you didn't see these people as an asset later on and let a lot of them go.;3;2;;3,5;5;4;0
36478;netflix;Hillsboro, OR; Jul 24, 2009;Former  ;Customer Service Representative;Just Shocking;Pay is just about it.;Hours. Managers/Sup. Environment. No paid time off. Managers either love you, or hate you. And when they hate you, watch out. They will find any reason to fire you. Whether it's numbers, some issue with take a break too long/short, the amount of time you are approved for (unpaid) time off, or for not using their chosen words/verbage on calls.;I'll agree with a previous post, get your head out of your behinds and take a look around. Reps are doing everything they can to keep their job. They are afraid. Instead of starting waves of fear all the time by firing people, why don't you train and retrain those that you do have that are struggling. Show them how to do their job better. And realize your matrix you use for stats is flawed, as well as your req on them.;1;1;;1;2;1;2
36479;netflix;Los Gatos, CA; Jul 3, 2009;Former  ;Senior Software Engineer;Wrong perception about what they are and what they can do;around 10% better salaries than average, flexibility as long as you employed, very good leadership, very good HR team, no vacation policy;fear based environment, management self-image is completely hosed. They claim they are professional sports team because they pay 10% more than market. Mid management is completely incompetent as they dont have to be;Managing people is not just managing numbers. What happens is that if you tell employees during orientation only that you are disloyal to them, they stop caring about you in their sub-conscious.;1;4;;1;2,5;1;9
36480;netflix;Beverly Hills, CA; May 13, 2009;Current  ;Manager;Netflix hires the best and brightest but realize that you are hired for one job and vertical movement is unlikely.;They hire great, hardworking people and the management is relentless and single focused in enforcing their mission statement and driving success in DVD rental by mail and online. Everyone who works there is of above average intelligence and ability and the jobs can be rewarding and demanding. They really do hire people who are autonomous and can own a process and you can rely on those around you to provide the support you need.;They do not focus on career development and would prefer to hire someone from the outside to be your boss or replace you rather than groom you to grow into a more senior position. There are a couple of core values that they preach but do not really follow through on. There is a very different culture between the LA office and the HQ which feels inconsistent with their value system.;Their vision and focus is top notch and they do not need much help in achieving success in those areas. They should focus a little more on treating their people a little better and not churning through so many very competent people. also as they grow they need to realize that some of their values are difficult to maintain. for instance, they make some claims about being a flat organization but this is far from the truth.;4;4,5;;2,5;4;5;7
36481;netflix;Los Gatos, CA; May 19, 2009;Current  ;Anonymous Employee;Don't think your going to be taking some long vacations and slacking off friends!;They pay about 20% above market. The options and ESPP benefits are better than any other company I have worked for. The management is smart as hell. If you wonder where people from Harvard, MIT, Stanford and Yale work...it's at Netflix. There is unlimited time off...I'll explain that one in a minute. Every employee there is a top achiever, no dead weight, no people you dread because they dont get their work done.;People get fired right and left. They churn the bottom 25% of the workforce constantly. I e-mailed someone for a month without realizing they had been fired. People never take vacation even though they have the unlimited rule. You are expected to achieve at a level that will burn you out if your not careful. If you slack off prepare to get the boot! I did not get fired, I left on my own will but I found the environment very stressful.;Great management. I have never been more confident with a set of senior management in my life.;2;2,5;;3,5;5;5;8
36482;netflix;Hillsboro, OR; Apr 24, 2009;Current  ;Administrative;lovin it;Working at Netflix has been terrific. I appreciate the honest feedback from managers. Our values make sense.;Netflix only retains high performers......they'll let you go if you are not performing well. It can be stressful, but keeps you on your toes;Nothing......they are doing a great job;4;4;;4;3,5;4;0
36483;netflix;Los Gatos, CA; Apr 21, 2009;Current  ;Human Resources;Netflix;Working with great people. Netflix has a unique culture, and lets you have ownership over your projects.;There is a lot of change.;More transparency;4;4;;3,5;2;4,5;0
36484;netflix;Los Gatos, CA; Apr 16, 2009;Former  ;Senior Software Engineer;Like a good drama: A flashy young company in a nice setting, but with lots of tension under the surface;Netflix has nice, fancy offices in Los Gatos. They have good snacks. They pay a pretty high cash salary. You get to claim that you're in the movie business.;"Netflix makes a big deal about their hiring policies. They claim that they regularly evaluate employee performance, and let the lowest performers go. To me, this sounded great! In contrast to many other companies where lazy and incompetent people hang around for years, Netflix tried to retain only the best and brightest people.  Unfortunately, that's not what it was like in reality. A week after I started at Netflix, the recruiter who hired me was unceremoniously dismissed. Then the tech support guy in our office was released. Then an engineer on my team. In each of these cases, it wasn't clear what these folks had done wrong. They had all been technically competent, friendly and hard working. This promoted a culture of fear where no one felt that their job was secure.  It turns out that there were several things going on. Managers were given incentives to regularly purge employees. So, managers developed antagonistic relationships with employees. In most normal companies, a key responsibility of a manager is to defend their team in front of senior management. At Netflix, this just doesn't happen.  Additionally, Netflix doesn't have adequate mechanisms for providing feedback and review to employees. (In the year I spent at Netflix, I didn't receive a single review, positive or negative.) Without a formal system for employee evaluation, managers resort to picking favorites: they hire in their friends, and fire people who they aren't friends with. I saw this happen to many different people while I was at Netflix. It's allowable by law (everyone is an ""at will"" employee), but it does not lead Netflix to hire and retain the best people.  Netflix has had the good fortune to be in an easy business. They moved early into online DVD rentals, and have large cost advantages over potential rivals. Their competitors (Blockbuster, Walmart, etc) took major missteps, and were not really able to compete. Netflix doesn't have to be the best at anything they do: operations, marketing, movie recommendations, etc. They just have to be OK at these things to run a profitable business, and they are only OK at them.";The key problem with Netflix is in their HR policies. Netflix needs to establish formal job responsibilities for all employees, establish goals for individuals, and measure employee performance against those goals.;1;3;;1,5;3;2,5;28
36485;netflix;Los Gatos, CA; Mar 9, 2009;Current  ;Senior Software Engineer;Great CEO, a lot to learn there, but some cultural flaws. Worth working for.;You are part of a team that is at the leading edge of a cool entertainment paradym. Reed Hastings, the CEO, is probably the CEO that I have most respected in my career, and I feel he pretty consistently makes good decisions and moves the company in the correct direction. Netflix has a very quantitative approach to almost everything, including detailed user testing for their products, so there is a lot to learn about that. The other employees are generally cool people, and fairly smart in general. The user interface aspects of the website are strong, so again, there is a learning opportunity. The company wide meetings are fun, and entail good communication.;In the website development group, there is two week development cycle. That means that there is a push to the website every two weeks. This has a few consequences. One is that there is a high percentage of overhead (testing and release stuff) compared to actual development time. There is not much time for software design in such a scheme, there is always a rush to hit the next two week time click. Longer term projects are tougher to schedule and short term thinking dominates. The performance policy is that anyone who, if they quit, would not be attempted to talk out if it, should be fired preemptively (a hair trigger threshold for firing, basically). This creates a chilling effect in my opinion. I have seen fairly senior management that disagreed with their boss being (farily apparently) fired. This creates a bit of a yes man environment, something that Netflix would deny (perhaps even to themselves). There is very little empowement of employees in real decisions, and decision making is very top down, with the resulting motivation hit that entails.;"Even going to a three week release cycle would help things a lot. The counter argument is that that would lead to more pressure to have inter-release ""patches"", but I think the overhead percentage would drop a lot (like 50%) and that owuld make it worth it (if you don't patch a bug for a 2 week cycle, do you really need to patch it for 3? I think the culture of keeping decision making in a very few hands at the top is working OK because Reed makes the right decisions, but it may prove poisonous if he ever leaves, and it will be too late to turn the cultural tide.";4;4;;4;3,5;5;5
